# STATION: KCLL
# STATION NAME: College Station, Easterwood Field
# LATITUDE: 30.58222
# LONGITUDE: -96.36167
# ELEVATION [ft]: 318.0
# STATE: TX
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,precip_accum_24_hour_set_1
KCLL,10/01/2024 09:35 UTC,71.6,78.09,3.45,
KCLL,10/01/2024 09:40 UTC,71.6,78.09,3.45,
KCLL,10/01/2024 09:45 UTC,71.6,78.09,0.0,
KCLL,10/01/2024 09:50 UTC,71.6,78.09,0.0,
KCLL,10/01/2024 09:53 UTC,71.06,81.04,0.0,
KCLL,10/01/2024 09:55 UTC,71.6,78.09,0.0,
KCLL,10/01/2024 10:00 UTC,71.6,78.09,0.0,
KCLL,10/01/2024 10:05 UTC,71.6,78.09,0.0,
KCLL,10/01/2024 10:10 UTC,71.6,78.09,0.0,
KCLL,10/01/2024 10:15 UTC,71.6,78.09,0.0,
KCLL,10/01/2024 10:20 UTC,71.6,78.09,0.0,
KCLL,10/01/2024 10:25 UTC,71.6,78.09,0.0,
KCLL,10/01/2024 10:30 UTC,71.6,78.09,0.0,
KCLL,10/01/2024 10:35 UTC,69.8,83.01,0.0,
KCLL,10/01/2024 10:40 UTC,69.8,83.01,0.0,
KCLL,10/01/2024 10:45 UTC,69.8,83.01,0.0,
KCLL,10/01/2024 10:50 UTC,71.6,78.09,0.0,
KCLL,10/01/2024 10:53 UTC,71.06,81.04,0.0,
KCLL,10/01/2024 10:55 UTC,71.6,78.09,0.0,
KCLL,10/01/2024 11:00 UTC,69.8,83.01,0.0,
KCLL,10/01/2024 11:05 UTC,71.6,78.09,0.0,
KCLL,10/01/2024 11:10 UTC,71.6,78.09,0.0,
KCLL,10/01/2024 11:15 UTC,71.6,78.09,0.0,
KCLL,10/01/2024 11:20 UTC,71.6,78.09,0.0,
KCLL,10/01/2024 11:25 UTC,71.6,78.09,0.0,
KCLL,10/01/2024 11:30 UTC,71.6,78.09,0.0,
KCLL,10/01/2024 11:35 UTC,69.8,83.01,0.0,
KCLL,10/01/2024 11:40 UTC,69.8,83.01,0.0,
KCLL,10/01/2024 11:45 UTC,69.8,83.01,0.0,
KCLL,10/01/2024 11:50 UTC,69.8,83.01,0.0,
KCLL,10/01/2024 11:53 UTC,69.08,84.02,0.0,
KCLL,10/01/2024 11:55 UTC,69.8,83.01,0.0,
KCLL,10/01/2024 12:00 UTC,69.8,83.01,0.0,
KCLL,10/01/2024 12:05 UTC,69.8,83.01,3.45,
KCLL,10/01/2024 12:10 UTC,69.8,83.01,4.6,
KCLL,10/01/2024 12:15 UTC,69.8,88.37,4.6,
KCLL,10/01/2024 12:20 UTC,69.8,83.01,4.6,
KCLL,10/01/2024 12:25 UTC,69.8,83.01,5.75,
KCLL,10/01/2024 12:30 UTC,69.8,88.37,5.75,
KCLL,10/01/2024 12:35 UTC,71.6,83.13,4.6,
KCLL,10/01/2024 12:40 UTC,71.6,83.13,,
KCLL,10/01/2024 12:45 UTC,71.6,83.13,,
KCLL,10/01/2024 12:50 UTC,71.6,83.13,0.0,
KCLL,10/01/2024 12:53 UTC,71.96,84.2,0.0,
KCLL,10/01/2024 12:55 UTC,71.6,83.13,0.0,
KCLL,10/01/2024 13:00 UTC,73.4,78.24,0.0,
KCLL,10/01/2024 13:05 UTC,73.4,78.24,0.0,
KCLL,10/01/2024 13:10 UTC,73.4,78.24,0.0,
KCLL,10/01/2024 13:15 UTC,73.4,83.25,3.45,
KCLL,10/01/2024 13:20 UTC,75.2,78.39,3.45,
KCLL,10/01/2024 13:25 UTC,75.2,78.39,4.6,
KCLL,10/01/2024 13:30 UTC,75.2,78.39,3.45,
KCLL,10/01/2024 13:35 UTC,75.2,78.39,4.6,
KCLL,10/01/2024 13:40 UTC,77.0,73.85,4.6,
KCLL,10/01/2024 13:45 UTC,77.0,73.85,4.6,
KCLL,10/01/2024 13:50 UTC,78.8,74.02,4.6,
KCLL,10/01/2024 13:53 UTC,78.08,73.95,5.75,
KCLL,10/01/2024 13:55 UTC,78.8,74.02,5.75,
KCLL,10/01/2024 14:00 UTC,78.8,69.6,4.6,
KCLL,10/01/2024 14:05 UTC,80.6,65.62,6.91,
KCLL,10/01/2024 14:10 UTC,80.6,65.62,5.75,
KCLL,10/01/2024 14:15 UTC,80.6,65.62,5.75,
KCLL,10/01/2024 14:20 UTC,80.6,65.62,6.91,
KCLL,10/01/2024 14:25 UTC,80.6,65.62,4.6,
KCLL,10/01/2024 14:30 UTC,82.4,61.9,5.75,
KCLL,10/01/2024 14:35 UTC,82.4,61.9,6.91,
KCLL,10/01/2024 14:40 UTC,82.4,61.9,5.75,
KCLL,10/01/2024 14:45 UTC,82.4,61.9,4.6,
KCLL,10/01/2024 14:50 UTC,82.4,58.18,9.21,
KCLL,10/01/2024 14:53 UTC,82.94,58.61,8.06,
KCLL,10/01/2024 14:55 UTC,82.4,58.18,5.75,
KCLL,10/01/2024 15:00 UTC,84.2,54.9,5.75,
KCLL,10/01/2024 15:05 UTC,84.2,54.9,6.91,
KCLL,10/01/2024 15:10 UTC,84.2,54.9,6.91,
KCLL,10/01/2024 15:15 UTC,84.2,54.9,6.91,
KCLL,10/01/2024 15:20 UTC,84.2,54.9,6.91,
KCLL,10/01/2024 15:25 UTC,84.2,54.9,5.75,
KCLL,10/01/2024 15:30 UTC,87.8,48.96,5.75,
KCLL,10/01/2024 15:35 UTC,87.8,48.96,5.75,
KCLL,10/01/2024 15:40 UTC,87.8,48.96,6.91,
KCLL,10/01/2024 15:45 UTC,87.8,45.99,5.75,
KCLL,10/01/2024 15:50 UTC,87.8,45.99,3.45,
KCLL,10/01/2024 15:53 UTC,87.98,46.6,5.75,
KCLL,10/01/2024 15:55 UTC,87.8,45.99,5.75,
KCLL,10/01/2024 16:00 UTC,87.8,45.99,9.21,
KCLL,10/01/2024 16:05 UTC,87.8,45.99,6.91,
KCLL,10/01/2024 16:10 UTC,89.6,43.46,10.36,
KCLL,10/01/2024 16:15 UTC,87.8,45.99,9.21,
KCLL,10/01/2024 16:20 UTC,89.6,43.46,5.75,
KCLL,10/01/2024 16:25 UTC,89.6,43.46,6.91,
KCLL,10/01/2024 16:30 UTC,89.6,43.46,5.75,
KCLL,10/01/2024 16:35 UTC,89.6,43.46,6.91,
KCLL,10/01/2024 16:40 UTC,89.6,43.46,3.45,
KCLL,10/01/2024 16:45 UTC,91.4,41.08,6.91,
KCLL,10/01/2024 16:50 UTC,91.4,41.08,3.45,
KCLL,10/01/2024 16:53 UTC,91.04,41.03,,
KCLL,10/01/2024 16:55 UTC,91.4,41.08,,
KCLL,10/01/2024 16:56 UTC,91.04,41.03,0.0,
KCLL,10/01/2024 17:00 UTC,91.4,41.08,5.75,
KCLL,10/01/2024 17:05 UTC,91.4,41.08,5.75,
KCLL,10/01/2024 17:10 UTC,91.4,38.57,6.91,
KCLL,10/01/2024 17:15 UTC,91.4,38.57,0.0,
KCLL,10/01/2024 17:20 UTC,91.4,38.57,,
KCLL,10/01/2024 17:25 UTC,93.2,36.48,3.45,
KCLL,10/01/2024 17:30 UTC,93.2,36.48,8.06,
KCLL,10/01/2024 17:35 UTC,93.2,34.23,10.36,
KCLL,10/01/2024 17:40 UTC,93.2,34.23,9.21,
KCLL,10/01/2024 17:45 UTC,95.0,32.39,10.36,
KCLL,10/01/2024 17:50 UTC,93.2,34.23,9.21,
KCLL,10/01/2024 17:53 UTC,95.0,30.38,12.66,
KCLL,10/01/2024 17:55 UTC,95.0,28.48,11.51,
KCLL,10/01/2024 18:00 UTC,96.8,26.96,11.51,
KCLL,10/01/2024 18:05 UTC,95.0,28.48,6.91,
KCLL,10/01/2024 18:10 UTC,93.2,30.1,10.36,
KCLL,10/01/2024 18:15 UTC,96.8,25.26,14.96,
KCLL,10/01/2024 18:20 UTC,95.0,26.69,12.66,
KCLL,10/01/2024 18:25 UTC,96.8,25.26,12.66,
KCLL,10/01/2024 18:30 UTC,96.8,25.26,8.06,
KCLL,10/01/2024 18:35 UTC,96.8,26.96,11.51,
KCLL,10/01/2024 18:40 UTC,96.8,26.96,13.81,
KCLL,10/01/2024 18:50 UTC,95.0,28.48,6.91,
KCLL,10/01/2024 18:53 UTC,96.08,28.28,12.66,
KCLL,10/01/2024 18:55 UTC,96.8,26.96,6.91,
KCLL,10/01/2024 19:00 UTC,93.2,32.11,13.81,
KCLL,10/01/2024 19:05 UTC,95.0,32.39,10.36,
KCLL,10/01/2024 19:10 UTC,93.2,34.23,5.75,
KCLL,10/01/2024 19:15 UTC,93.2,34.23,5.75,
KCLL,10/01/2024 19:20 UTC,93.2,32.11,6.91,
KCLL,10/01/2024 19:25 UTC,95.0,28.48,8.06,
KCLL,10/01/2024 19:30 UTC,93.2,30.1,8.06,
KCLL,10/01/2024 19:35 UTC,96.8,26.96,11.51,
KCLL,10/01/2024 19:40 UTC,96.8,26.96,11.51,
KCLL,10/01/2024 19:45 UTC,96.8,26.96,11.51,
KCLL,10/01/2024 19:50 UTC,96.8,26.96,12.66,
KCLL,10/01/2024 19:53 UTC,96.08,26.33,11.51,
KCLL,10/01/2024 19:55 UTC,96.8,25.26,11.51,
KCLL,10/01/2024 20:00 UTC,96.8,25.26,9.21,
KCLL,10/01/2024 20:05 UTC,96.8,25.26,10.36,
KCLL,10/01/2024 20:10 UTC,96.8,25.26,9.21,
KCLL,10/01/2024 20:15 UTC,96.8,25.26,9.21,
KCLL,10/01/2024 20:20 UTC,96.8,25.26,10.36,
KCLL,10/01/2024 20:25 UTC,96.8,25.26,12.66,
KCLL,10/01/2024 20:30 UTC,96.8,25.26,4.6,
KCLL,10/01/2024 20:35 UTC,96.8,25.26,10.36,
KCLL,10/01/2024 20:40 UTC,96.8,25.26,10.36,
KCLL,10/01/2024 20:45 UTC,96.8,25.26,16.11,
KCLL,10/01/2024 20:50 UTC,96.8,25.26,9.21,
KCLL,10/01/2024 20:53 UTC,96.98,25.62,12.66,
KCLL,10/01/2024 20:55 UTC,96.8,25.26,13.81,
KCLL,10/01/2024 21:00 UTC,96.8,25.26,8.06,
KCLL,10/01/2024 21:05 UTC,96.8,25.26,12.66,
KCLL,10/01/2024 21:10 UTC,96.8,25.26,6.91,
KCLL,10/01/2024 21:15 UTC,96.8,25.26,10.36,
KCLL,10/01/2024 21:20 UTC,96.8,25.26,12.66,
KCLL,10/01/2024 21:25 UTC,96.8,25.26,14.96,
KCLL,10/01/2024 21:30 UTC,96.8,25.26,12.66,
KCLL,10/01/2024 21:35 UTC,96.8,25.26,13.81,
KCLL,10/01/2024 21:40 UTC,96.8,25.26,12.66,
KCLL,10/01/2024 21:45 UTC,96.8,23.66,12.66,
KCLL,10/01/2024 21:50 UTC,96.8,25.26,12.66,
KCLL,10/01/2024 21:53 UTC,96.08,25.49,12.66,
KCLL,10/01/2024 21:55 UTC,96.8,25.26,13.81,
KCLL,10/01/2024 22:00 UTC,95.0,24.99,12.66,
KCLL,10/01/2024 22:05 UTC,96.8,25.26,14.96,
KCLL,10/01/2024 22:10 UTC,95.0,26.69,12.66,
KCLL,10/01/2024 22:15 UTC,95.0,26.69,4.6,
KCLL,10/01/2024 22:20 UTC,95.0,26.69,10.36,
KCLL,10/01/2024 22:25 UTC,95.0,26.69,13.81,
KCLL,10/01/2024 22:30 UTC,95.0,26.69,11.51,
KCLL,10/01/2024 22:35 UTC,93.2,26.42,12.66,
KCLL,10/01/2024 22:40 UTC,93.2,28.21,11.51,
KCLL,10/01/2024 22:45 UTC,93.2,28.21,10.36,
KCLL,10/01/2024 22:50 UTC,93.2,26.42,12.66,
KCLL,10/01/2024 22:53 UTC,93.92,26.18,13.81,
KCLL,10/01/2024 22:55 UTC,93.2,26.42,12.66,
KCLL,10/01/2024 23:00 UTC,93.2,26.42,10.36,
KCLL,10/01/2024 23:05 UTC,93.2,26.42,10.36,
KCLL,10/01/2024 23:10 UTC,93.2,26.42,10.36,
KCLL,10/01/2024 23:15 UTC,93.2,28.21,12.66,
KCLL,10/01/2024 23:20 UTC,91.4,29.83,11.51,
KCLL,10/01/2024 23:25 UTC,91.4,29.83,13.81,
KCLL,10/01/2024 23:30 UTC,91.4,27.93,12.66,
KCLL,10/01/2024 23:35 UTC,91.4,27.93,12.66,
KCLL,10/01/2024 23:40 UTC,91.4,27.93,10.36,
KCLL,10/01/2024 23:45 UTC,91.4,27.93,10.36,
KCLL,10/01/2024 23:50 UTC,91.4,29.83,8.06,
KCLL,10/01/2024 23:53 UTC,89.96,30.79,9.21,
KCLL,10/01/2024 23:55 UTC,89.6,31.55,10.36,
KCLL,10/02/2024 00:00 UTC,89.6,31.55,8.06,
KCLL,10/02/2024 00:05 UTC,89.6,31.55,10.36,
KCLL,10/02/2024 00:10 UTC,89.6,31.55,9.21,
KCLL,10/02/2024 00:15 UTC,89.6,31.55,9.21,
KCLL,10/02/2024 00:20 UTC,87.8,33.39,8.06,
KCLL,10/02/2024 00:25 UTC,87.8,33.39,6.91,
KCLL,10/02/2024 00:30 UTC,87.8,33.39,5.75,
KCLL,10/02/2024 00:35 UTC,87.8,33.39,6.91,
KCLL,10/02/2024 00:40 UTC,87.8,35.64,6.91,
KCLL,10/02/2024 00:45 UTC,86.0,37.73,5.75,
KCLL,10/02/2024 00:50 UTC,84.2,39.96,6.91,
KCLL,10/02/2024 00:53 UTC,86.0,37.48,6.91,
KCLL,10/02/2024 00:55 UTC,86.0,37.73,6.91,
KCLL,10/02/2024 01:00 UTC,84.2,39.96,6.91,
KCLL,10/02/2024 01:05 UTC,82.4,42.34,5.75,
KCLL,10/02/2024 01:10 UTC,82.4,42.34,5.75,
KCLL,10/02/2024 01:15 UTC,82.4,42.34,5.75,
KCLL,10/02/2024 01:20 UTC,82.4,42.34,6.91,
KCLL,10/02/2024 01:25 UTC,84.2,39.96,6.91,
KCLL,10/02/2024 01:30 UTC,84.2,39.96,6.91,
KCLL,10/02/2024 01:35 UTC,84.2,39.96,5.75,
KCLL,10/02/2024 01:40 UTC,84.2,39.96,5.75,
KCLL,10/02/2024 01:45 UTC,84.2,39.96,6.91,
KCLL,10/02/2024 01:50 UTC,84.2,39.96,6.91,
KCLL,10/02/2024 01:53 UTC,84.02,39.93,,
KCLL,10/02/2024 01:55 UTC,84.2,39.96,,
KCLL,10/02/2024 02:00 UTC,82.4,42.34,,
KCLL,10/02/2024 02:05 UTC,82.4,42.34,,
KCLL,10/02/2024 02:10 UTC,80.6,44.89,,
KCLL,10/02/2024 02:15 UTC,82.4,42.34,,
KCLL,10/02/2024 02:20 UTC,82.4,42.34,,
KCLL,10/02/2024 02:25 UTC,82.4,42.34,,
KCLL,10/02/2024 02:30 UTC,82.4,42.34,,
KCLL,10/02/2024 02:35 UTC,82.4,42.34,,
KCLL,10/02/2024 02:40 UTC,84.2,39.96,,
KCLL,10/02/2024 02:45 UTC,84.2,39.96,6.91,
KCLL,10/02/2024 02:50 UTC,84.2,39.96,,
KCLL,10/02/2024 02:53 UTC,82.94,42.7,,
KCLL,10/02/2024 02:55 UTC,82.4,42.34,,
KCLL,10/02/2024 03:00 UTC,82.4,42.34,,
KCLL,10/02/2024 03:05 UTC,82.4,42.34,5.75,
KCLL,10/02/2024 03:10 UTC,82.4,45.17,6.91,
KCLL,10/02/2024 03:15 UTC,82.4,45.17,,
KCLL,10/02/2024 03:20 UTC,82.4,42.34,8.06,
KCLL,10/02/2024 03:25 UTC,82.4,45.17,8.06,
KCLL,10/02/2024 03:30 UTC,82.4,45.17,6.91,
KCLL,10/02/2024 03:35 UTC,82.4,45.17,,
KCLL,10/02/2024 03:40 UTC,80.6,47.88,,
KCLL,10/02/2024 03:45 UTC,82.4,45.17,,
KCLL,10/02/2024 03:50 UTC,82.4,45.17,,
KCLL,10/02/2024 03:53 UTC,82.04,45.7,,
KCLL,10/02/2024 03:55 UTC,82.4,45.17,,
KCLL,10/02/2024 04:00 UTC,82.4,45.17,,
KCLL,10/02/2024 04:05 UTC,82.4,45.17,,
KCLL,10/02/2024 04:10 UTC,82.4,45.17,,
KCLL,10/02/2024 04:15 UTC,82.4,45.17,5.75,
KCLL,10/02/2024 04:20 UTC,80.6,51.05,6.91,
KCLL,10/02/2024 04:25 UTC,80.6,51.05,5.75,
KCLL,10/02/2024 04:30 UTC,80.6,51.05,6.91,
KCLL,10/02/2024 04:35 UTC,80.6,51.05,8.06,
KCLL,10/02/2024 04:40 UTC,80.6,51.05,9.21,
KCLL,10/02/2024 04:45 UTC,80.6,51.05,,
KCLL,10/02/2024 04:50 UTC,80.6,51.05,8.06,
KCLL,10/02/2024 04:53 UTC,80.06,50.64,8.06,
KCLL,10/02/2024 04:55 UTC,80.6,51.05,9.21,
KCLL,10/02/2024 05:00 UTC,80.6,51.05,8.06,
KCLL,10/02/2024 05:05 UTC,80.6,51.05,8.06,
KCLL,10/02/2024 05:10 UTC,80.6,51.05,8.06,
KCLL,10/02/2024 05:15 UTC,80.6,51.05,6.91,
KCLL,10/02/2024 05:20 UTC,78.8,54.14,8.06,
KCLL,10/02/2024 05:25 UTC,78.8,54.14,8.06,
KCLL,10/02/2024 05:30 UTC,78.8,54.14,8.06,
KCLL,10/02/2024 05:35 UTC,78.8,54.14,8.06,
KCLL,10/02/2024 05:40 UTC,78.8,54.14,8.06,
KCLL,10/02/2024 05:45 UTC,78.8,54.14,6.91,
KCLL,10/02/2024 05:50 UTC,78.8,54.14,8.06,
KCLL,10/02/2024 05:53 UTC,78.08,55.79,8.06,
KCLL,10/02/2024 05:55 UTC,78.8,54.14,8.06,
KCLL,10/02/2024 06:00 UTC,78.8,54.14,6.91,
KCLL,10/02/2024 06:05 UTC,78.8,54.14,6.91,
KCLL,10/02/2024 06:10 UTC,78.8,54.14,8.06,
KCLL,10/02/2024 06:15 UTC,78.8,54.14,6.91,
KCLL,10/02/2024 06:20 UTC,78.8,54.14,8.06,
KCLL,10/02/2024 06:25 UTC,78.8,54.14,8.06,
KCLL,10/02/2024 06:30 UTC,78.8,54.14,9.21,
KCLL,10/02/2024 06:35 UTC,78.8,57.69,8.06,
KCLL,10/02/2024 06:40 UTC,78.8,57.69,6.91,
KCLL,10/02/2024 06:45 UTC,78.8,57.69,9.21,
KCLL,10/02/2024 06:50 UTC,77.0,61.21,6.91,
KCLL,10/02/2024 06:53 UTC,77.0,60.06,6.91,
KCLL,10/02/2024 06:55 UTC,77.0,61.21,8.06,
KCLL,10/02/2024 07:00 UTC,77.0,61.21,8.06,
KCLL,10/02/2024 07:05 UTC,77.0,61.21,6.91,
KCLL,10/02/2024 07:10 UTC,77.0,61.21,6.91,
KCLL,10/02/2024 07:15 UTC,75.2,64.98,9.21,
KCLL,10/02/2024 07:20 UTC,77.0,61.21,6.91,
KCLL,10/02/2024 07:25 UTC,75.2,64.98,5.75,
KCLL,10/02/2024 07:30 UTC,75.2,64.98,5.75,
KCLL,10/02/2024 07:35 UTC,75.2,64.98,5.75,
KCLL,10/02/2024 07:40 UTC,75.2,64.98,5.75,
KCLL,10/02/2024 07:45 UTC,75.2,64.98,4.6,
KCLL,10/02/2024 07:50 UTC,75.2,64.98,6.91,
KCLL,10/02/2024 07:53 UTC,75.92,62.25,6.91,
KCLL,10/02/2024 07:55 UTC,75.2,64.98,6.91,
KCLL,10/02/2024 08:00 UTC,75.2,64.98,6.91,
KCLL,10/02/2024 08:05 UTC,75.2,64.98,6.91,
KCLL,10/02/2024 08:10 UTC,75.2,64.98,6.91,
KCLL,10/02/2024 08:15 UTC,75.2,64.98,8.06,
